TITLE	
DATA TYPE	
ORIGIN	JASCO
OWNER	
DATE	23/02/09
TIME	12:28:50
SPECTROMETER/DATA SYSTEM	JASCO Corp., V-560, Rev. 1.00
RESOLUTION	
DELTAX	-1
XUNITS	NANOMETERS
YUNITS	ABSORBANCE
FIRSTX	900.0000
LASTX	250.0000
NPOINTS	651
FIRSTY	-0.00330
MAXY	0.49912
MINY	-0.00330
XYDATA
900.0000	-0.0033
899.0000	-0.00236
898.0000	-0.00226
897.0000	-4.9E-04
896.0000	-8.2E-04
895.0000	-6.2E-04
894.0000	-1.7E-04
893.0000	2.6E-04
892.0000	0.00178
891.0000	6.4E-04
890.0000	-8.00002E-05
889.0000	0.00143
888.0000	0.00101
887.0000	0.0011
886.0000	3.3E-04
885.0000	6E-04
884.0000	4.5E-04
883.0000	4E-04
882.0000	-2.8E-04
881.0000	-8.1E-04
880.0000	-0.00103
879.0000	-4.6E-04
878.0000	-4.2E-04
877.0000	6.9E-04
876.0000	7.8E-04
875.0000	0.00176
874.0000	0.00147
873.0000	0.00171
872.0000	0.00146
871.0000	0.00106
870.0000	5E-04
869.0000	-1.3E-04
868.0000	3.2E-04
867.0000	1.9E-04
866.0000	1.1E-04
865.0000	3.1E-04
864.0000	2.4E-04
863.0000	5.6E-04
862.0000	3.1E-04
861.0000	3.3E-04
860.0000	8.7E-04
859.0000	8.1E-04
858.0000	0.00107
857.0000	0.00142
856.0000	0.00113
855.0000	9.4E-04
854.0000	0.00105
853.0000	9.8E-04
852.0000	7.1E-04
851.0000	7.1E-04
850.0000	8.4E-04
849.0000	0.00107
848.0000	0.0012
847.0000	0.00118
846.0000	0.00118
845.0000	0.00133
844.0000	0.00117
843.0000	0.00137
842.0000	0.00109
841.0000	0.00114
840.0000	0.00127
839.0000	0.00149
838.0000	0.00149
837.0000	0.0013
836.0000	0.00144
835.0000	0.00143
834.0000	0.0016
833.0000	0.0013
832.0000	0.00142
831.0000	0.00155
830.0000	0.00171
829.0000	0.00163
828.0000	0.00155
827.0000	0.00166
826.0000	0.00164
825.0000	0.00167
824.0000	0.00165
823.0000	0.00166
822.0000	0.00188
821.0000	0.00168
820.0000	0.00167
819.0000	0.00167
818.0000	0.00186
817.0000	0.00194
816.0000	0.00175
815.0000	0.00182
814.0000	0.00198
813.0000	0.00203
812.0000	0.00198
811.0000	0.00208
810.0000	0.00226
809.0000	0.00245
808.0000	0.00231
807.0000	0.0021
806.0000	0.00214
805.0000	0.0021
804.0000	0.00196
803.0000	0.00189
802.0000	0.00192
801.0000	0.002
800.0000	0.0022
799.0000	0.00218
798.0000	0.00225
797.0000	0.00234
796.0000	0.00242
795.0000	0.00245
794.0000	0.00259
793.0000	0.00257
792.0000	0.00261
791.0000	0.00268
790.0000	0.00252
789.0000	0.00276
788.0000	0.00266
787.0000	0.00292
786.0000	0.00307
785.0000	0.00318
784.0000	0.00332
783.0000	0.00344
782.0000	0.00339
781.0000	0.0034
780.0000	0.00339
779.0000	0.00335
778.0000	0.00358
777.0000	0.00355
776.0000	0.00353
775.0000	0.00362
774.0000	0.00357
773.0000	0.00379
772.0000	0.00389
771.0000	0.00389
770.0000	0.00408
769.0000	0.00426
768.0000	0.00433
767.0000	0.00437
766.0000	0.00447
765.0000	0.00457
764.0000	0.0045
763.0000	0.00451
762.0000	0.00455
761.0000	0.00465
760.0000	0.00479
759.0000	0.00482
758.0000	0.00488
757.0000	0.00501
756.0000	0.00514
755.0000	0.00518
754.0000	0.00522
753.0000	0.0052
752.0000	0.00522
751.0000	0.00541
750.0000	0.00551
749.0000	0.00569
748.0000	0.00577
747.0000	0.00579
746.0000	0.00572
745.0000	0.00572
744.0000	0.00557
743.0000	0.00547
742.0000	0.00558
741.0000	0.00562
740.0000	0.00618
739.0000	0.00621
738.0000	0.00619
737.0000	0.00632
736.0000	0.00646
735.0000	0.00643
734.0000	0.00655
733.0000	0.00658
732.0000	0.00689
731.0000	0.00698
730.0000	0.00709
729.0000	0.00719
728.0000	0.00728
727.0000	0.00752
726.0000	0.00763
725.0000	0.00768
724.0000	0.00783
723.0000	0.00795
722.0000	0.00808
721.0000	0.00813
